x,y,lx,ly,lz,dl,vx,vy,exx,eyy,ezz,exy,eyx,cumexx,cumeyy,cumezz,cumexy,cumeyx,sxx,syy,sxy,syx
245065.351515777,-1545136.86378709,7.90455888226016E-05,0.599942154750188,0.39997879966099,0.599863109161365,56.7999127327453,-2.29631430670452E-06,0.000246451815984,-0.000113258798011,-0.000133193017973,-0.000310315877114,-0.000310315877114,0.000492903631968,-0.000226517596022,-0.000266386035946,-0.000620631754228,-0.000620631754228,0,0,0.000107875348476,-0.000107875348476
245088.77900029,-1545085.12035218,0.000188371626891,0.599835104420496,0.399976523952613,0.599646732793605,56.8314686072599,-9.40537720595103E-07,-0.00045181957451,0.000227742373527,0.000224077200983,-0.000317761723508,-0.000317761723508,4.10840574573481E-05,1.22477750565201E-06,-4.2308834963E-05,-0.000938393477736,-0.000938393477736,0,0,0.000600636471063,-0.000600636471063
245112.327523239,-1545033.39721528,0.000298931362106,0.599727127496171,0.399973941141723,0.599428196134065,56.8314686072599,-9.40537720595103E-07,-0.00045181957451,0.000227742373527,0.000224077200983,-0.000317761723508,-0.000317761723508,-0.000410735517053,0.000228967151033,0.00018176836602,-0.001256155201244,-0.001256155201244,0,0,0.000600636471063,-0.000600636471063
245135.876046188,-1544981.67407838,0.000437153706634,0.599720108795127,0.399842737498239,0.599282955088493,56.8125795130388,-3.90775501202256E-06,-0.000513367900518,-6.12933994390523E-07,0.000513980834512,-0.000472083199301,-0.000472083199301,-0.000924103417571,0.000228354217039,0.000695749200532,-0.001728238400545,-0.001728238400545,-2.71050543121376E-20,-2.71050543121376E-20,0.000472734463983,-0.000472734463983
245159.48186589,-1544929.99783173,0.000576722734231,0.599712160755455,0.399711116510314,0.599135438021224,56.8125795130388,-3.90775501202256E-06,-0.000513367900518,-6.12933994390523E-07,0.000513980834512,-0.000472083199301,-0.000472083199301,-0.001437471318088,0.000227741283044,0.001209730035044,-0.002200321599846,-0.002200321599846,-2.71050543121376E-20,-2.71050543121376E-20,0.000472734463983,-0.000472734463983
245183.087685592,-1544878.32158509,0.000718374623132,0.59970324802261,0.399578377354258,0.598984873399479,56.8125795130388,-3.90775501202256E-06,-0.000513367900518,-6.12933994390523E-07,0.000513980834512,-0.000472083199301,-0.000472083199301,-0.001950839218606,0.00022712834905,0.001723710869556,-0.002672404799146,-0.002672404799146,-2.71050543121376E-20,-2.71050543121376E-20,0.000472734463983,-0.000472734463983
245206.693505295,-1544826.64533845,0.001047993097861,0.599902747494228,0.399049259407911,0.598854754396367,56.2062683795856,-2.50673896218245E-06,-0.001135223264229,-0.000481720145088,0.001616943409317,-0.001022305047611,-0.001022305047611,-0.003086062482835,-0.000254591796038,0.003340654278873,-0.003694709846758,-0.003694709846758,-2.71050543121376E-20,-2.71050543121376E-20,0.000335353845003,-0.000335353845003
245230.538971908,-1544775.74800721,0.001381568582794,0.600099723100709,0.398518708316497,0.598718154517915,56.2062683795856,-2.50673896218245E-06,-0.001135223264229,-0.000481720145088,0.001616943409317,-0.001022305047611,-0.001022305047611,-0.004221285747064,-0.000736311941126,0.00495759768819,-0.004717014894369,-0.004717014894369,-2.71050543121376E-20,-2.71050543121376E-20,0.000335353845003,-0.000335353845003
245254.384438522,-1544724.85067597,0.001719069977977,0.600294182318738,0.397986747703285,0.598575112340762,56.2062683795856,-2.50673896218245E-06,-0.001135223264229,-0.000481720145088,0.001616943409317,-0.001022305047611,-0.001022305047611,-0.005356509011294,-0.001218032086213,0.006574541097507,-0.005739319941981,-0.005739319941981,-2.71050543121376E-20,-2.71050543121376E-20,0.000335353845003,-0.000335353845003
245278.229905136,-1544673.95334473,0.002060593745095,0.600486221610003,0.397453184644902,0.598425627864907,56.2062683795856,-2.50673896218245E-06,-0.001135223264229,-0.000481720145088,0.001616943409317,-0.001022305047611,-0.001022305047611,-0.006491732275523,-0.001699752231301,0.008191484506824,-0.006761624989592,-0.006761624989592,-2.71050543121376E-20,-2.71050543121376E-20,0.000335353845003,-0.000335353845003
245302.07537175,-1544623.0560135,0.002323107879123,0.600005479641761,0.397671412479116,0.597682371762638,56.1617453700269,-5.07291246165664E-06,0.001134331580279,7.45802733314074E-05,-0.00120891185361,0.000172810345245,0.000172810345245,-0.005357400695244,-0.00162517195797,0.006982572653214,-0.006588814644347,-0.006588814644347,0,0,-4.1765204514E-05,4.1765204514E-05
245326.048304565,-1544572.26782456,0.002584467815536,0.599525435154574,0.39789009702989,0.596940967339037,56.1617453700269,-5.07291246165664E-06,0.001134331580279,7.45802733314074E-05,-0.00120891185361,0.000172810345245,0.000172810345245,-0.004223069114966,-0.001550591684638,0.005773660799604,-0.006416004299102,-0.006416004299102,0,0,-4.1765204514E-05,4.1765204514E-05
245350.021237381,-1544521.47963563,0.002844694811261,0.599046070828727,0.398109234360012,0.596201376017466,56.1617453700269,-5.07291246165664E-06,0.001134331580279,7.45802733314074E-05,-0.00120891185361,0.000172810345245,0.000172810345245,-0.003088737534687,-0.001476011411307,0.004564748945994,-0.006243193953856,-0.006243193953856,0,0,-4.1765204514E-05,4.1765204514E-05
